id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription
"46212";"39762";"naradie-a-dielna";"0";"0";"";"1";"Výtlačné a kartušové pištole";"Výtlačné a kartušové pištole";"vytlacne-a-kartusove-pistole";"";"";"Výtlačné a kartušové pištole | PremiumStore.sk";"Výtlačné a kartušové pištole – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46251";"39762";"naradie-a-dielna";"0";"0";"";"1";"Rezacie nástroje";"Rezacie nástroje";"rezacie-nastroje";"";"";"Rezacie nástroje | PremiumStore.sk";"Rezacie nástroje na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46671";"39762";"naradie-a-dielna";"0";"0";"";"1";"Skrutkovače";"Skrutkovače";"skrutkovace";"";"";"Skrutkovače | PremiumStore.sk";"Skrutkovače na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46674";"39762";"naradie-a-dielna";"0";"0";"";"1";"Vrtáky a skrutkovače";"Vrtáky a skrutkovače";"vrtaky-a-skrutkovace";"";"";"Vrtáky a skrutkovače | PremiumStore.sk";"Vrtáky a skrutkovače v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46779";"39762";"naradie-a-dielna";"0";"0";"";"1";"Brúsky";"Brúsky";"brusky-3";"";"";"Náradie a dielňa – Brúsky | PremiumStore.sk";"Náradie a dielňa – Brúsky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46812";"39762";"naradie-a-dielna";"0";"0";"";"1";"Tašky a boxy na náradie";"Tašky a boxy na náradie";"tasky-a-boxy-na-naradie";"";"";"Tašky a boxy na náradie | PremiumStore.sk";"Tašky a boxy na náradie skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47925";"39762";"naradie-a-dielna";"0";"0";"";"1";"Spájkovacia technika";"Spájkovacia technika";"spajkovacia-technika";"";"";"Spájkovacia technika | PremiumStore.sk";"Spájkovacia technika – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48069";"39762";"naradie-a-dielna";"0";"0";"";"1";"Wykrywacze metalu";"Wykrywacze metalu";"wykrywacze-metalu";"";"";"";"";
"48072";"39762";"naradie-a-dielna";"0";"0";"";"1";"Zváranie";"Zváranie";"zvaranie";"";"";"";"";
"40182";"39765";"naradie";"0";"0";"";"1";"Pneumatické a hydraulické náradie";"Pneumatické a hydraulické náradie";"pneumaticke-a-hydraulicke-naradie";"";"";"Pneumatické a hydraulické náradie | PremiumStore.sk";"Pneumatické a hydraulické náradie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40485";"39765";"naradie";"0";"0";"";"1";"Stavebné materiál, chémia a technika";"Stavebné materiál, chémia a technika";"stavebne-material--chemia-a-technika";"";"";"Stavebné materiál, chémia a technika | PremiumStore.sk";"Stavebné materiál, chémia a technika: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40611";"39765";"naradie";"0";"0";"";"1";"Aku náradie";"Aku náradie";"aku-naradie";"";"";"Aku náradie | PremiumStore.sk";"Aku náradie v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40623";"39765";"naradie";"0";"0";"";"1";"Svietidlá";"Svietidlá";"svietidla-2";"";"";"Náradie – Svietidlá | PremiumStore.sk";"Náradie – Svietidlá v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40857";"39765";"naradie";"0";"0";"";"1";"Upratovanie, čistenie a umývanie";"Upratovanie, čistenie a umývanie";"upratovanie--cistenie-a-umyvanie";"";"";"Upratovanie, čistenie a umývanie | PremiumStore.sk";"Upratovanie, čistenie a umývanie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"39771";"39768";"elektricke-naradie";"0";"0";"";"1";"Tavné a horúcovzdušné pištole";"Tavné a horúcovzdušné pištole";"tavne-a-horucovzdusne-pistole";"";"";"Elektrické náradie – Tavné a horúcovzdušné pištole | PremiumStore.sk";"Elektrické náradie – Tavné a horúcovzdušné pištole: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40263";"39768";"elektricke-naradie";"0";"0";"";"1";"Brúsky";"Brúsky";"brusky";"";"";"Elektrické náradie – Brúsky | PremiumStore.sk";"Elektrické náradie – Brúsky – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40512";"39768";"elektricke-naradie";"0";"0";"";"1";"Spájky";"Spájky";"spajky";"";"";"Spájky | PremiumStore.sk";"Spájky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40569";"39768";"elektricke-naradie";"0";"0";"";"1";"Bourací a vŕtacie kladivá";"Bourací a vŕtacie kladivá";"bouraci-a-vrtacie-kladiva";"";"";"Bourací a vŕtacie kladivá | PremiumStore.sk";"Bourací a vŕtacie kladivá – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40818";"39768";"elektricke-naradie";"0";"0";"";"1";"Autonabíjačky a štartovacie zdroje";"Autonabíjačky a štartovacie zdroje";"autonabijacky-a-startovacie-zdroje";"";"";"Autonabíjačky a štartovacie zdroje | PremiumStore.sk";"Autonabíjačky a štartovacie zdroje – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40833";"39768";"elektricke-naradie";"0";"0";"";"1";"Frézy a frézky";"Frézy a frézky";"frezy-a-frezky";"";"";"Frézy a frézky | PremiumStore.sk";"Frézy a frézky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40899";"39768";"elektricke-naradie";"0";"0";"";"1";"Vŕtačky";"Vŕtačky";"vrtacky";"";"";"Vŕtačky | PremiumStore.sk";"Vŕtačky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39792";"39789";"zahrada";"0";"0";"";"1";"Záhradné potreby";"Záhradné potreby";"zahradne-potreby";"";"";"Záhradné potreby | PremiumStore.sk";"Záhradné potreby – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46587";"39789";"zahrada";"0";"0";"";"1";"Zavlažovacie systémy";"Zavlažovacie systémy";"zavlazovacie-systemy";"";"";"Zavlažovacie systémy | PremiumStore.sk";"Zavlažovacie systémy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39795";"39792";"zahradne-potreby";"0";"0";"";"1";"Zavlažovanie";"Zavlažovanie";"zavlazovanie";"";"";"Záhradné potreby – Zavlažovanie | PremiumStore.sk";"Záhradné potreby – Zavlažovanie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40254";"39792";"zahradne-potreby";"0";"0";"";"1";"Záhradné náradie";"Záhradné náradie";"zahradne-naradie";"";"";"Záhradné potreby – Záhradné náradie | PremiumStore.sk";"Záhradné potreby – Záhradné náradie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40401";"39792";"zahradne-potreby";"0";"0";"";"1";"Lapače, odpudzovače hmyzu a škodcov";"Lapače, odpudzovače hmyzu a škodcov";"lapace--odpudzovace-hmyzu-a-skodcov";"";"";"Lapače, odpudzovače hmyzu a škodcov | PremiumStore.sk";"Lapače, odpudzovače hmyzu a škodcov v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39798";"39795";"zavlazovanie";"0";"0";"";"1";"Čerpadlá";"Čerpadlá";"cerpadla";"";"";"Zavlažovanie – Čerpadlá | PremiumStore.sk";"Zavlažovanie – Čerpadlá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"39804";"39801";"sporaky-a-rury";"0";"0";"";"1";"Príslušenstvo ku sporákom a rúram";"Príslušenstvo ku sporákom a rúram";"prislusenstvo-ku-sporakom-a-ruram";"";"";"Príslušenstvo ku sporákom a rúram | PremiumStore.sk";"Príslušenstvo ku sporákom a rúram – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40092";"39801";"sporaky-a-rury";"0";"0";"";"1";"Stolové rúry";"Stolové rúry";"stolove-rury";"";"";"Stolové rúry | PremiumStore.sk";"Stolové rúry – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40434";"39801";"sporaky-a-rury";"0";"0";"";"1";"Kombinované sporáky";"Kombinované sporáky";"kombinovane-sporaky";"";"";"Kombinované sporáky | PremiumStore.sk";"Kombinované sporáky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39891";"39819";"kuchynske-potreby";"0";"0";"";"1";"Kuchynské minútky";"Kuchynské minútky";"kuchynske-minutky";"";"";"Kuchynské minútky | PremiumStore.sk";"Kuchynské minútky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"39906";"39819";"kuchynske-potreby";"0";"0";"";"1";"Otvárače na konzervy";"Otvárače na konzervy";"otvarace-na-konzervy";"";"";"Otvárače na konzervy | PremiumStore.sk";"Otvárače na konzervy v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39933";"39819";"kuchynske-potreby";"0";"0";"";"1";"Cedníky, Lieviky, Sitá";"Cedníky, Lieviky, Sitá";"cedniky--lieviky--sita";"";"";"Cedníky, Lieviky, Sitá | PremiumStore.sk";"Cedníky, Lieviky, Sitá skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40002";"39819";"kuchynske-potreby";"0";"0";"";"1";"Obrusy a prestieranie";"Obrusy a prestieranie";"obrusy-a-prestieranie";"";"";"Obrusy a prestieranie | PremiumStore.sk";"Obrusy a prestieranie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40029";"39819";"kuchynske-potreby";"0";"0";"";"1";"Brousky na nože";"Brousky na nože";"brousky-na-noze";"";"";"Kuchynské potreby – Brousky na nože | PremiumStore.sk";"Kuchynské potreby – Brousky na nože – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40089";"39819";"kuchynske-potreby";"0";"0";"";"1";"Vývrtky a otvárače";"Vývrtky a otvárače";"vyvrtky-a-otvarace";"";"";"Vývrtky a otvárače | PremiumStore.sk";"Vývrtky a otvárače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40233";"39819";"kuchynske-potreby";"0";"0";"";"1";"Valčeky na cesto";"Valčeky na cesto";"valceky-na-cesto";"";"";"Valčeky na cesto | PremiumStore.sk";"Valčeky na cesto na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40332";"39819";"kuchynske-potreby";"0";"0";"";"1";"Lisy na potraviny";"Lisy na potraviny";"lisy-na-potraviny";"";"";"Lisy na potraviny | PremiumStore.sk";"Lisy na potraviny skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40350";"39819";"kuchynske-potreby";"0";"0";"";"1";"Doštičky, Podložky, Krájacie dosky";"Doštičky, Podložky, Krájacie dosky";"dosticky--podlozky--krajacie-dosky";"";"";"Doštičky, Podložky, Krájacie dosky | PremiumStore.sk";"Doštičky, Podložky, Krájacie dosky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40404";"39819";"kuchynske-potreby";"0";"0";"";"1";"Mlynčeky na korenie";"Mlynčeky na korenie";"mlynceky-na-korenie";"";"";"Mlynčeky na korenie | PremiumStore.sk";"Mlynčeky na korenie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40455";"39819";"kuchynske-potreby";"0";"0";"";"1";"Chlebníky, Košíky, Košíky (ošatky)";"Chlebníky, Košíky, Košíky (ošatky)";"chlebniky--kosiky--kosiky--osatky";"";"";"Chlebníky, Košíky, Košíky (ošatky) | PremiumStore.sk";"Chlebníky, Košíky, Košíky (ošatky) – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40527";"39819";"kuchynske-potreby";"0";"0";"";"1";"Kuchynské teplomery";"Kuchynské teplomery";"kuchynske-teplomery";"";"";"Kuchynské teplomery | PremiumStore.sk";"Kuchynské teplomery: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40776";"39819";"kuchynske-potreby";"0";"0";"";"1";"Odkôstkovače";"Odkôstkovače";"odkostkovace";"";"";"Odkôstkovače | PremiumStore.sk";"Odkôstkovače skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40890";"39819";"kuchynske-potreby";"0";"0";"";"1";"Handry, Houby, Kefy";"Handry, Houby, Kefy";"handry--houby--kefy";"";"";"Handry, Houby, Kefy | PremiumStore.sk";"Handry, Houby, Kefy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"40893";"39819";"kuchynske-potreby";"0";"0";"";"1";"Škrabky a strúhadlá";"Škrabky a strúhadlá";"skrabky-a-struhadla";"";"";"Škrabky a strúhadlá | PremiumStore.sk";"Škrabky a strúhadlá: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"48096";"39819";"kuchynske-potreby";"0";"0";"";"1";"Krájače a porcovače";"Krájače a porcovače";"krajace-a-porcovace";"";"";"";"";
"39936";"39879";"chladnicky";"0";"0";"";"1";"Chladničky s mraziace priehradkou";"Chladničky s mraziace priehradkou";"chladnicky-s-mraziace-priehradkou";"";"";"Chladničky s mraziace priehradkou | PremiumStore.sk";"Chladničky s mraziace priehradkou na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40071";"39879";"chladnicky";"0";"0";"";"1";"Príslušenstvo k chladničkám";"Príslušenstvo k chladničkám";"prislusenstvo-k-chladnickam";"";"";"Príslušenstvo k chladničkám | PremiumStore.sk";"Príslušenstvo k chladničkám – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40398";"39879";"chladnicky";"0";"0";"";"1";"Americké chladničky";"Americké chladničky";"americke-chladnicky";"";"";"Americké chladničky | PremiumStore.sk";"Americké chladničky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"39927";"39924";"starostlivost-o-zdravie";"0";"0";"";"1";"Teplomery";"Teplomery";"teplomery";"";"";"Starostlivosť o zdravie – Teplomery | PremiumStore.sk";"Starostlivosť o zdravie – Teplomery v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40164";"39924";"starostlivost-o-zdravie";"0";"0";"";"1";"Tlakomery, tonometre";"Tlakomery, tonometre";"tlakomery--tonometre";"";"";"Tlakomery, tonometre | PremiumStore.sk";"Tlakomery, tonometre v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40458";"39924";"starostlivost-o-zdravie";"0";"0";"";"1";"Ostatné starostlivosť o zdravie";"Ostatné starostlivosť o zdravie";"ostatne-starostlivost-o-zdravie";"";"";"Ostatné starostlivosť o zdravie | PremiumStore.sk";"Ostatné starostlivosť o zdravie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40680";"39924";"starostlivost-o-zdravie";"0";"0";"";"1";"Inhalátory";"Inhalátory";"inhalatory";"";"";"Inhalátory | PremiumStore.sk";"Inhalátory v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40734";"39924";"starostlivost-o-zdravie";"0";"0";"";"1";"Vložky do bot";"Vložky do bot";"vlozky-do-bot";"";"";"Vložky do bot | PremiumStore.sk";"Vložky do bot – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"40161";"39939";"mraznicky";"0";"0";"";"1";"Zásuvkové mrazničky";"Zásuvkové mrazničky";"zasuvkove-mraznicky";"";"";"Zásuvkové mrazničky | PremiumStore.sk";"Zásuvkové mrazničky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"39960";"39957";"kombinovane-chladnicky";"0";"0";"";"1";"Chladničky s mrazákom nahoře";"Chladničky s mrazákom nahoře";"chladnicky-s-mrazakom-nahore";"";"";"Chladničky s mrazákom nahoře | PremiumStore.sk";"Chladničky s mrazákom nahoře skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40428";"40032";"vzduchotechnika";"0";"0";"";"1";"Zvlhčovače vzduchu";"Zvlhčovače vzduchu";"zvlhcovace-vzduchu";"";"";"Zvlhčovače vzduchu | PremiumStore.sk";"Zvlhčovače vzduchu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"45369";"40032";"vzduchotechnika";"0";"0";"";"1";"Zvlhčovače";"Zvlhčovače";"zvlhcovace";"";"";"Zvlhčovače | PremiumStore.sk";"Zvlhčovače – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48093";"40032";"vzduchotechnika";"0";"0";"";"1";"Sušiaky";"Sušiaky";"susiaky";"";"";"";"";
"40557";"40035";"vykurovacie-telesa";"0";"0";"";"1";"Elektrická krbová kachle";"Elektrická krbová kachle";"elektricka-krbova-kachle";"";"";"Elektrická krbová kachle | PremiumStore.sk";"Elektrická krbová kachle skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40278";"40038";"vykurovacie-telesa--radiatory";"0";"0";"";"1";"Olejové radiátory";"Olejové radiátory";"olejove-radiatory";"";"";"Olejové radiátory | PremiumStore.sk";"Olejové radiátory skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40326";"40038";"vykurovacie-telesa--radiatory";"0";"0";"";"1";"Konvektory";"Konvektory";"konvektory";"";"";"Konvektory | PremiumStore.sk";"Konvektory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"40098";"40095";"sijacie-stroje-a-prislusenstvo";"0";"0";"";"1";"Šijacie stroje";"Šijacie stroje";"sijacie-stroje";"";"";"Šijacie stroje | PremiumStore.sk";"Šijacie stroje v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"40107";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Elektrické nože";"Elektrické nože";"elektricke-noze";"";"";"Elektrické nože | PremiumStore.sk";"Elektrické nože na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"40746";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Meteostanice, teplomery, vlhkomery";"Meteostanice, teplomery, vlhkomery";"meteostanice--teplomery--vlhkomery";"";"";"Meteostanice, teplomery, vlhkomery | PremiumStore.sk";"Meteostanice, teplomery, vlhkomery skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"40938";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Testery alkoholu";"Testery alkoholu";"testery-alkoholu";"";"";"Potreby pre domácnosť – Testery alkoholu | PremiumStore.sk";"Potreby pre domácnosť – Testery alkoholu: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41253";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Upratovanie";"Upratovanie";"upratovanie";"";"";"Upratovanie | PremiumStore.sk";"Upratovanie na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"41472";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Vonné oleje";"Vonné oleje";"vonne-oleje";"";"";"Vonné oleje | PremiumStore.sk";"Vonné oleje: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"41610";"40104";"potreby-pre-domacnost";"0";"0";"";"1";"Filtračné kanvice";"Filtračné kanvice";"filtracne-kanvice-2";"";"";"Potreby pre domácnosť – Filtračné kanvice | PremiumStore.sk";"Potreby pre domácnosť – Filtračné kanvice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
